timestamp,kitchen_temp [deg C],heating_temp [deg C],balcony_temp [deg C]
1470180782,None,28.875,30.937
1470184383,None,28.875,30.625
1470187982,None,28.875,30.437
1470191583,None,28.937,30.125
1470195182,None,28.937,29.875
1470198782,None,28.937,29.625
1470202382,None,28.937,29.437
1470205982,None,28.937,29.312
1470209582,None,28.875,29.375
1470213182,None,28.875,29.937
1470216782,None,28.875,39.125
1470220382,None,28.875,42.312
1470223983,None,28.875,43.0
1470227582,None,28.875,42.062
1470231183,None,28.875,40.187
1470234782,None,28.875,37.875
1470238382,None,28.875,36.875
1470241982,None,29.0,35.375
1470245582,None,29.062,35.812
1470249182,None,29.312,35.375
1470252782,None,29.5,34.625
1470256382,None,29.312,32.187
1470259982,31.187,29.187,31.5
1470263582,31.437,29.187,30.812
1470267182,31.187,29.187,30.437
1470270782,31.312,29.25,29.5
1470274382,30.937,29.25,28.312
1470277982,31.062,29.25,29.437
1470281582,30.937,29.25,29.437
1470285182,30.875,29.187,29.187
1470288782,30.937,29.187,28.937
1470292382,30.625,29.125,28.875
1470295982,30.812,29.062,29.062
1470299582,30.375,29.062,29.75
1470303182,None,29.0,39.062
1470306782,None,29.0,42.75
1470310382,None,29.062,38.812
1470313982,None,29.125,42.187
1470317583,None,29.125,41.687
1470321182,None,29.187,39.562
1470324782,None,29.437,35.937
1470328383,None,29.187,34.187
1470331982,None,29.125,33.75
1470335583,None,29.187,32.25
1470339182,30.812,29.187,30.5
1470342782,30.625,29.187,29.875
1470346382,None,29.125,28.312
1470349982,None,29.187,29.812
1470353582,None,29.187,29.812
1470357182,None,29.25,29.812
1470360783,30.937,28.312,29.625
1470364382,31.062,27.187,29.5
1470367982,30.687,27.375,29.125
1470371582,30.875,27.062,28.687
1470375182,30.5,27.125,28.125
1470378783,30.562,27.875,28.812
1470382382,30.437,28.25,28.75
1470385982,30.437,28.25,28.937
1470389582,30.5,28.312,31.375
1470393182,30.375,28.437,31.0
1470396782,30.625,28.437,30.125
1470400382,30.375,28.437,33.5
1470403982,30.875,28.437,37.062
1470407583,30.875,28.437,35.875
1470411182,30.937,28.437,35.25
1470414782,30.875,28.437,34.187
1470418382,30.937,28.5,32.875
1470421982,30.875,28.625,32.312
1470425582,30.812,28.687,31.687
1470429182,30.875,28.875,31.0
1470432782,30.437,28.75,30.25
1470436382,30.75,28.5,27.937
1470439982,30.875,28.375,28.25
1470443583,None,28.25,27.125
1470447182,30.312,28.25,27.812
1470450782,29.875,28.25,27.75
1470454382,30.125,27.875,27.5
1470457982,29.625,27.25,27.375
1470461582,29.812,27.5,27.187
1470465182,None,27.687,27.062
1470468782,29.437,27.562,27.125
1470472382,29.0,27.562,27.625
1470475982,29.562,27.5,34.687
1470479582,29.5,27.5,34.937
1470483182,29.687,27.437,33.687
1470486782,29.375,27.312,32.125
1470490383,29.312,27.25,32.187
1470493982,29.375,27.125,31.75
1470497583,29.25,27.187,30.875
1470501182,29.125,27.187,32.437
1470504782,29.125,27.187,30.812
1470508382,29.0,27.437,30.187
1470511983,29.0,27.812,29.812
1470515582,29.0,27.687,29.312
1470519183,29.125,27.625,27.812
1470522782,None,27.562,27.812
1470526382,28.937,27.812,27.5
1470529982,29.0,27.812,26.375
1470533582,28.75,27.75,26.0
1470537182,28.625,27.812,26.5
1470540782,28.812,27.687,26.437
1470544382,28.687,27.687,26.812
1470547982,28.437,27.625,26.75
1470551583,28.687,27.562,26.687
1470555182,28.375,27.437,26.75
1470558782,28.25,27.375,27.125
1470562383,28.687,27.312,37.437
1470565982,None,27.312,37.687
1470569582,None,27.625,39.437
1470573182,None,27.687,39.062
1470576782,33.687,27.5,38.062
1470580382,32.562,27.437,35.312
1470583982,30.25,27.5,34.375
1470587582,29.875,27.625,33.75
1470591182,29.75,27.75,32.25
1470594782,None,28.0,31.437
1470598382,None,28.5,30.875
1470601983,None,28.437,30.625
1470605583,None,28.125,29.75
1470609182,None,28.0,29.312
1470612783,None,28.062,28.875
1470616382,None,28.062,28.812
1470619983,None,28.062,28.437
1470623582,None,27.812,28.187
1470627183,None,27.625,28.0
1470630782,None,27.5,27.875
1470634382,None,27.437,27.687
1470637982,None,27.375,27.562
1470641583,None,27.312,27.5
1470645182,None,27.187,28.0
1470648782,None,27.25,38.625
1470652382,None,27.437,42.437
1470655982,None,27.562,45.187
1470659582,None,27.625,44.437
1470663182,None,27.625,42.125
1470666783,None,27.625,38.187
1470670382,None,27.75,36.812
1470673982,30.375,27.937,32.125
1470677582,30.375,28.125,31.937
1470681182,30.437,28.437,31.812
1470684782,30.937,28.812,32.312
1470688382,30.937,28.812,31.5
1470691982,31.0,28.5,31.062
1470695583,30.937,28.375,30.812
1470699182,31.25,28.375,31.0
1470702782,None,28.5,30.687
1470706382,None,28.312,30.187
1470709982,None,28.312,29.125
1470713582,30.312,28.375,29.187
1470717182,30.437,28.375,29.25
1470720783,30.125,28.375,29.062
1470724382,29.937,28.187,29.0
1470727982,None,28.187,29.125
1470731582,None,28.187,29.25
1470735182,None,28.187,31.312
1470738782,None,28.187,32.937
1470742383,None,28.187,33.875
1470745982,None,28.125,33.812
1470749582,None,28.125,32.437
1470753182,None,28.187,32.125
1470756782,None,28.187,31.25
1470760382,30.625,28.187,30.125
1470763982,None,28.125,28.75
1470767582,None,28.062,28.75
1470771182,None,28.062,30.125
1470774782,None,28.062,29.5
1470778382,None,28.0,29.0
1470781982,None,28.0,28.937
1470785582,None,28.0,28.875
1470789182,None,28.0,28.875
1470792782,None,28.062,29.125
1470796382,None,28.062,29.0
1470799982,None,28.0,28.937
1470803582,None,27.937,28.75
1470807182,None,27.875,28.625
1470810782,None,27.812,28.75
1470814382,None,27.75,28.625
1470817982,None,27.75,28.687
1470821582,29.187,27.687,28.937
1470825182,29.25,27.687,29.937
1470828782,29.75,27.687,31.0
1470832382,29.937,27.687,30.062
1470835983,30.187,27.625,30.062
1470839583,29.5,27.562,28.875
1470843182,29.437,27.562,28.687
1470846783,29.562,27.562,29.062
1470850382,29.562,27.562,29.125
1470853982,29.312,27.5,28.875
1470857582,29.312,27.5,28.875
1470861182,29.5,27.562,28.937
1470864782,29.125,27.312,28.5
1470868382,29.187,27.25,28.562
1470871982,29.75,27.25,29.125
1470875582,29.375,27.25,28.75
1470879182,29.125,27.25,28.5
1470882782,29.0,27.25,28.312
1470886382,29.125,27.187,28.5
1470889982,28.937,26.875,28.25
1470893583,28.75,26.75,28.187
1470897182,28.875,26.75,28.187
1470900783,None,26.625,28.0
1470904383,None,26.75,28.0
1470907982,None,26.937,28.187
1470911582,None,26.812,28.062
1470915182,None,26.5,29.0
1470918782,None,26.562,29.125
1470922382,None,26.812,29.75
1470925982,None,27.125,29.375
1470929582,None,27.187,29.125
1470933182,None,27.25,29.062
1470936782,None,27.312,29.062
1470940382,None,27.375,28.937
1470943982,None,27.437,28.937
1470947582,None,27.312,29.0
1470951182,None,26.875,29.0
1470954782,None,26.75,27.937
1470958382,None,26.0,29.187
1470961982,None,26.812,29.75
1470965582,None,27.0,29.687
1470969182,None,27.0,30.0
1470972782,None,27.062,29.5
1470976382,None,27.062,28.687
1470979982,None,26.937,28.437
1470983582,None,26.625,28.437
1470987183,None,26.812,28.125
1470990782,None,26.875,28.187
1470994382,None,27.0,29.375
1470997983,None,27.0,30.0
1471001582,None,27.062,30.187
1471005182,None,27.125,30.25
1471008782,None,27.187,30.125
1471012383,None,27.25,30.5
1471015982,None,27.312,29.812
1471019582,None,27.562,29.812
1471023182,None,27.562,29.875
1471026783,None,28.0,29.812
1471030382,None,28.625,29.625
1471033982,None,28.562,29.562
1471037582,None,28.062,29.375
1471041182,None,27.937,30.375
1471044782,None,27.937,29.312
1471048382,None,27.937,29.0
1471051983,None,27.875,28.937
1471055582,None,27.875,28.812
1471059182,None,27.875,28.812
1471062782,None,27.812,28.812
1471066382,None,27.812,28.625
1471069982,None,27.75,28.562
1471073582,None,27.687,28.75
1471077182,None,27.687,28.687
1471080782,None,27.75,29.937
1471084382,None,27.75,30.375
1471087982,None,27.812,30.375
1471091582,None,27.875,30.375
1471095182,None,27.875,31.25
1471098782,None,27.937,31.187
1471102382,None,28.125,30.812
1471134782,None,28.437,29.75
1471138383,None,28.5,29.687
1471141982,None,28.5,29.75
1471145583,None,28.437,29.625
1471149182,None,28.437,29.562
1471152782,None,28.375,29.437
1471156382,None,28.375,29.25
1471159983,None,28.312,29.312
1471163583,None,28.312,29.187
1471167182,None,28.25,30.375
1471170783,None,28.312,30.625
1471174382,None,28.312,31.875
1471177982,None,28.375,31.25
1471181582,None,28.562,31.375
1471185183,None,28.75,31.375
1471188782,None,28.875,31.75
1471192382,None,28.937,31.062
1471195982,None,29.125,31.562
1471199582,None,29.187,31.562
1471203182,None,29.312,31.25
1471206782,None,29.187,30.937
1471210382,None,29.062,30.75
1471213982,None,29.062,30.625
1471217582,None,29.062,30.375
1471221182,None,29.062,30.187
1471224783,None,29.062,30.25
1471228382,None,29.125,30.25
1471231983,None,29.125,30.187
1471235583,None,29.125,30.062
1471239182,None,29.062,30.062
1471242782,None,29.062,29.75
1471246382,None,29.062,29.875
1471249982,None,29.0,29.875
1471253582,None,29.0,31.312
1471257182,None,29.0,31.5
1471260782,None,29.0,31.937
1471264382,None,29.062,32.187
1471267982,None,29.125,32.187
1471271583,None,29.125,31.687
1471275182,None,29.125,33.375
1471278782,None,29.125,31.937
1471282382,None,29.187,31.75
1471285982,None,29.312,31.812
1471289582,None,29.5,31.812
1471293183,None,29.5,31.687
1471296782,31.687,29.375,31.187
1471300382,None,29.375,30.937
1471303982,None,29.437,31.0
1471307582,None,29.5,30.937
1471311183,None,29.5,30.812
1471314782,None,29.5,30.625
1471318382,None,29.437,30.5
1471321982,None,29.375,30.375
1471325582,None,29.312,30.375
1471329182,None,29.25,30.187
1471332782,None,29.25,30.125
1471336382,None,29.187,30.5
1471339982,None,29.187,31.437
1471343582,None,29.125,31.312
1471347182,None,29.187,31.375
1471350782,None,29.0,30.875
1471354382,None,29.0,30.875
1471357983,None,28.875,30.812
1471361582,None,28.812,30.687
1471365182,None,28.75,30.437
1471368783,None,28.812,30.375
1471372382,None,28.75,30.437
1471375982,None,28.937,30.25
1471379582,None,28.937,30.75
1471383183,None,28.812,30.062
1471386782,None,28.75,30.062
1471390382,None,28.375,29.0
1471393982,None,28.187,28.875
1471397583,None,28.25,28.875
1471401182,None,28.187,28.875
1471404782,None,28.062,28.687
1471408382,None,28.0,28.5
1471411982,None,27.812,28.625
1471415582,None,27.75,28.375
1471419182,None,27.687,28.25
1471422782,None,27.625,28.437
1471426383,None,27.562,29.562
1471429983,None,27.5,29.875
1471433582,None,27.437,29.687
1471437182,None,27.375,29.437
1471440782,None,27.312,29.187
1471444382,None,27.25,29.812
1471447982,None,27.312,29.437
1471451583,None,27.562,29.5
1471455183,None,28.062,29.75
1471458783,None,28.562,29.375
1471462383,None,29.062,29.312
1471465983,None,28.625,29.125
1471469582,None,28.187,29.125
1471473182,None,27.937,28.562
1471476782,None,27.562,28.187
1471480382,None,27.25,28.5
1471483982,None,26.875,28.437
1471487582,None,26.437,28.312
1471491182,None,26.125,28.437
1471494782,None,26.062,28.375
1471498382,None,25.937,28.25
1471501982,None,25.687,28.125
1471505582,None,25.625,28.062
1471509182,None,25.5,27.875
1471512782,None,25.687,29.187
1471516382,None,26.125,29.625
1471519982,None,26.625,29.625
1471523582,None,26.812,29.437
1471527182,None,26.875,29.5
1471530783,None,26.937,29.562
1471534382,None,27.062,29.687
1471537982,None,27.312,29.75
1471541582,None,27.562,30.187
1471545182,None,27.375,29.375
1471548782,None,27.375,29.062
1471552382,None,27.5,29.062
1471555983,None,27.625,28.75
1471559582,None,27.687,28.687
1471563182,None,27.5,28.437
1471566782,None,27.312,28.875
1471570382,None,27.125,28.625
1471573982,None,27.0,28.562
1471577583,None,26.625,28.5
1471581183,None,26.375,28.437
1471584782,None,26.125,28.375
1471588382,None,25.875,28.25
1471591982,None,25.687,28.375
1471595582,None,25.625,28.312
1471599182,None,26.0,29.625
1471602782,None,26.562,30.125
1471606382,None,26.812,30.125
1471609982,None,26.937,32.125
1471613582,None,27.125,30.312
1471617182,None,27.187,30.187
1471620782,None,27.312,29.937
1471624382,None,27.375,31.625
1471627982,None,27.5,31.375
1471631582,None,27.562,31.187
1471635183,None,28.062,30.937
1471638782,None,27.937,30.187
1471642383,None,27.875,29.25
1471645983,None,27.875,28.75
1471649582,None,27.625,29.312
1471653182,None,27.375,29.0
1471656782,None,26.812,29.0
1471660382,None,26.562,28.937
1471663982,None,25.875,28.75
1471667582,None,25.562,28.625
1471671182,None,25.437,28.625
1471674782,None,24.375,27.312
1471678382,None,25.437,27.25
1471681983,None,25.75,27.812
1471685582,None,25.875,30.062
1471689182,None,25.0,30.375
1471692782,None,25.625,30.5
1471696382,None,26.125,30.187
1471699983,None,26.437,30.5
1471703583,None,26.625,30.125
1471739582,None,27.437,29.0
1471743182,None,27.375,28.437
1471746783,None,27.125,28.375
1471750382,None,27.25,28.312
1471753982,None,27.187,28.125
1471757583,None,27.187,28.062
1471761182,None,27.062,28.062
1471764782,None,27.0,27.875
1471768382,None,26.875,27.937
1471771982,None,25.375,29.625
1471775582,None,25.625,29.75
1471779182,None,26.125,29.812
1471782782,None,26.5,29.875
1471786382,None,26.687,29.687
1471789982,None,26.75,29.562
1471793583,None,26.875,30.125
1471797182,None,27.0,29.937
1471800782,None,27.125,29.812
1471804383,None,27.625,29.75
1471807982,None,28.062,29.875
1471811583,None,27.75,29.5
1471815183,None,27.562,29.312
1471818783,None,27.562,29.375
1471822382,None,27.562,29.625
1471825982,None,27.562,29.0
1471829582,None,27.562,28.937
1471833182,None,27.562,28.75
1471836782,None,27.562,28.812
1471840382,None,27.562,28.625
1471843982,None,27.625,28.562
1471847582,None,27.5,28.625
1471851182,None,27.5,28.562
1471854782,None,27.5,28.625
1471858382,None,27.5,29.75
1471861982,None,27.5,30.062
1471865582,None,27.562,30.25
1471869183,None,27.562,30.125
1471872782,None,27.625,30.75
1471876382,None,27.625,30.437
1471879982,None,27.562,30.187
1471883583,None,27.625,30.0
1471887182,None,27.75,30.125
1471890782,None,27.937,30.062
1471894382,None,28.187,29.75
1471897982,None,28.062,29.437
1471901582,None,28.0,29.125
1471905182,None,27.937,29.312
1471908782,None,28.0,29.187
1471912382,None,28.0,29.25
1471915982,None,28.062,29.062
1471919582,None,28.062,28.937
1471923182,None,28.0,29.0
1471926782,None,28.0,28.937
1471930382,None,27.937,28.75
1471933983,None,27.875,28.875
1471937582,None,27.812,28.812
1471941183,None,27.812,29.0
1471944782,None,27.812,30.312
1471948382,None,27.875,30.75
1471951982,None,27.937,31.187
1471955582,None,28.0,31.187
1471959182,None,27.937,31.312
1471962782,None,27.875,31.312
1471966382,None,28.0,31.0
1471969983,None,28.0,30.75
1471973582,None,28.312,30.75
1471977182,None,29.0,30.5
1471980783,None,29.125,30.375
1471984382,None,28.687,30.187
1471987982,None,28.437,30.687
1471991582,None,28.437,30.312
1471995182,None,28.437,30.125
1471998783,None,28.5,30.0
1472002383,None,28.5,29.812
1472005982,None,28.5,29.812
1472009582,None,28.5,29.75
1472013182,None,28.437,29.625
1472016783,None,28.437,29.5
1472020383,None,28.375,29.562
1472023982,None,28.375,29.562
1472027582,None,28.312,29.562
1472031182,None,28.312,29.625
1472034782,None,28.312,29.625
1472038382,None,28.312,30.812
1472041982,None,28.25,30.937
1472045582,None,28.312,30.937
1472049182,None,28.25,30.562
1472052782,None,28.25,30.25
1472056382,None,28.25,30.375
1472059982,None,28.312,30.375
1472063582,None,28.375,30.187
1472067182,None,28.5,30.062
1472070782,None,28.437,29.875
1472074382,None,28.437,29.562
1472077982,None,28.437,29.375
1472081582,None,28.437,29.687
1472085183,None,28.5,29.437
1472088782,None,28.5,29.375
1472092382,None,28.5,29.437
1472095983,None,28.437,29.187
1472099582,None,28.437,29.25
1472103183,None,28.375,29.187
1472106782,None,28.25,29.125
1472110382,None,28.125,29.0
1472113982,None,28.187,29.0
1472117582,None,28.187,31.0
1472121183,None,28.187,31.062
1472124782,None,28.25,31.0
1472128382,None,28.25,31.375
1472131983,None,28.25,31.062
1472135582,None,28.187,30.687
1472139182,None,28.187,30.562
1472142782,None,28.187,30.687
1472146382,None,28.312,30.625
1472149983,None,28.625,30.437
1472153583,None,28.625,30.75
1472157183,None,28.5,30.312
1472160782,None,28.5,30.125
1472164382,None,28.375,29.75
1472167982,None,28.375,29.687
1472171582,None,28.437,29.562
1472175182,None,28.437,29.5
1472178782,None,28.437,29.5
1472182382,None,28.375,29.375
1472185983,None,28.312,29.187
1472189582,None,28.187,29.25
1472193182,None,28.125,29.0
1472196783,None,28.0,29.125
1472200383,None,27.937,29.125
1472203982,None,27.937,29.062
1472207582,None,27.875,29.437
1472211182,None,27.562,29.562
1472214782,None,27.312,29.25
1472218382,None,27.125,29.187
1472221982,None,27.375,28.812
1472225582,None,27.312,28.687
1472229182,None,27.312,28.5
1472232782,None,27.187,28.187
1472236383,None,27.0,28.125
1472239982,None,26.875,27.812
1472243583,None,26.75,27.562
1472247182,None,26.812,27.937
1472250782,None,26.75,27.812
1472254382,None,26.437,26.937
1472257982,None,26.25,26.625
1472261582,None,None,None
1472265182,None,None,None
1472268782,None,None,None
1472272383,None,None,None
1472275982,None,None,None
1472344382,None,None,None
1472347983,None,None,None
1472351582,None,None,None
1472355182,None,None,None
1472358782,None,None,None
1472362382,None,None,None
1472365982,None,None,None
1472369582,None,None,None
1472373182,None,None,None
1472376782,None,None,None
1472380383,None,None,None
1472383982,None,None,None
1472387582,None,None,None
1472391183,None,None,None
1472394782,None,None,None
1472398382,None,None,None
1472401982,None,None,None
1472405582,None,None,None
1472409183,None,None,None
1472412783,None,None,None
1472416382,None,None,None
1472419982,None,None,None
1472423582,None,None,None
1472427183,None,None,None
1472430782,None,None,None
1472434382,None,None,None
1472437982,None,None,None
1472441583,None,None,None
1472445182,None,None,None
1472448782,None,None,None
1472452382,None,None,None
1472455982,None,None,None
1472459583,None,None,None
1472463182,None,None,None
1472466782,None,None,None
1472470383,None,None,None
1472473982,None,None,None
1472477582,None,None,None
1472481182,None,None,None
1472484782,None,None,None
1472488382,None,None,None
1472491983,None,None,None
1472495582,None,None,None
1472499182,None,None,None
1472502782,None,None,None
1472506382,None,None,None
1472509983,None,None,None
1472513583,None,None,None
1472517182,None,23.937,19.125
1472520782,25.562,23.812,18.687
1472524382,25.125,23.75,18.312
1472527982,25.125,23.687,17.875
1472531582,25.125,23.687,17.562
1472535182,24.875,23.5,17.187
1472538782,24.687,23.562,16.875
1472542382,24.687,23.375,16.875
1472545982,24.5,23.187,17.312
1472549582,24.812,23.25,24.625
1472553182,24.687,23.125,28.937
1472556782,25.125,23.125,36.125
1472560382,25.125,23.125,33.625
1472563983,25.0,23.125,28.125
1472567582,25.0,23.125,24.687
1472571182,24.812,23.125,23.437
1472574783,25.375,23.187,23.062
1472578382,25.687,23.125,22.187
1472581982,25.687,23.0,21.687
1472585583,None,23.0,20.75
1472589182,None,22.875,22.562
1472592782,24.937,22.812,22.125
1472596382,24.75,22.875,22.062
1472599983,25.062,22.875,20.312
1472603582,25.0,23.0,20.0
1472607182,24.75,23.125,19.937
1472610782,24.562,23.125,19.625
1472614382,24.437,23.062,19.312
1472617983,24.562,23.0,19.062
1472621582,24.25,22.875,18.875
1472625183,24.25,22.875,18.75
1472628783,24.312,22.812,19.0
1472632382,24.187,22.937,20.812
1472635982,24.75,23.0,31.812
1472639582,25.5,22.937,37.562
1472643182,None,23.062,38.25
1472646782,None,23.062,38.375
1472650382,None,23.0,36.062
1472653982,None,23.125,30.25
1472657583,27.437,23.437,28.812
1472661182,27.25,23.312,28.562
1472664783,26.812,23.375,28.0
1472668383,None,23.312,27.062
1472671982,None,23.312,26.125
1472675582,25.687,23.312,25.437
1472679182,25.375,23.5,24.25
1472682782,25.562,23.562,23.875
1472686382,25.625,23.562,23.437
1472689983,None,23.625,22.937
1472693582,None,23.562,22.5
1472697182,25.375,23.562,22.062
1472700782,25.062,23.625,21.625
1472704383,25.125,23.625,21.25
1472707982,None,23.625,20.937
1472711582,None,23.562,20.687
1472715183,25.062,23.5,20.75
1472718782,24.937,23.625,21.25
1472722382,25.312,23.625,24.125
1472725982,25.312,23.5,25.062
1472729582,25.875,23.437,25.562
1472733182,None,23.562,26.562
1472736783,None,23.625,26.687
1472740382,None,23.687,26.312
1472743982,None,23.75,26.375
1472747582,None,23.687,26.687
1472751182,None,23.562,25.125
1472754782,None,23.562,24.812
1472758382,None,23.562,24.687
1472761982,None,23.75,24.375
1472765582,None,23.75,24.187
1472769182,None,23.937,23.562
1472772782,None,24.0,23.312
1472776382,None,23.937,23.125
1472779982,None,23.812,22.937
1472783582,25.187,23.687,22.812
1472787182,25.0,23.687,22.75
1472790782,25.25,23.687,21.875
1472794382,25.0,23.687,21.875
1472797982,25.0,23.625,21.625
1472801582,24.937,23.562,21.75
1472805182,24.875,23.562,22.937
1472808783,25.312,23.562,23.75
1472812382,25.0,23.562,23.75
1472815982,25.062,23.562,24.0
1472819582,24.875,23.562,23.125
1472823182,25.0,23.562,23.5
1472826782,25.312,23.562,22.812
1472830383,24.937,23.562,23.062
1472833983,24.812,23.5,22.812
1472837582,25.5,23.375,23.875
1472841182,25.0,23.312,22.375
1472844782,25.0,23.312,21.312
1472848382,24.937,23.312,20.75
1472851982,25.125,23.437,20.625
1472855582,25.187,23.562,20.312
1472859182,25.0,23.625,19.875
1472862783,24.75,23.625,19.812
1472866382,25.0,23.5,19.812
1472869982,24.625,23.5,19.812
1472873582,24.625,23.437,19.687
1472877182,24.625,23.437,19.437
1472880782,24.5,23.375,19.125
1472884382,24.687,23.375,18.937
1472887982,None,23.312,19.187
1472891583,24.5,23.312,20.875
1472895182,24.875,23.125,23.437
1472898782,24.875,23.125,24.437
1472902383,25.0,23.187,31.187
1472905982,24.937,23.187,30.687
1472909582,24.937,23.25,28.375
1472913182,25.062,23.187,28.687
1472916782,25.0,23.187,28.5
1472920382,25.062,23.187,28.0
1472923982,None,23.312,25.75
1472927582,None,23.375,25.062
1472931182,None,23.375,24.5
1472934782,None,23.5,24.0
1472938382,None,23.625,23.812
1472941982,None,23.687,23.687
1472945582,None,23.812,23.562
1472949182,None,23.812,23.5
1472952783,None,23.875,22.687
1472956382,None,23.812,22.125
1472959982,None,23.812,21.875
1472963582,None,23.687,21.625
1472967183,None,23.625,21.5
1472970782,None,23.437,21.25
1472974382,None,23.5,21.25
1472977982,None,23.437,21.125
1472981582,None,23.375,24.5
1472985182,None,23.375,21.75
1472988782,None,23.375,22.312
1472992382,None,23.375,23.375
1472995982,None,23.312,30.312
1472999582,None,23.375,28.0
1473003182,None,23.312,27.937
1473006782,None,23.375,27.937
1473010382,None,23.5,25.937
1473013982,None,23.437,25.687
1473017582,None,23.437,24.875
1473021182,None,23.5,23.062
1473024782,None,23.625,22.375
1473028383,None,23.687,22.25
1473031982,None,23.875,22.25
1473035582,None,23.937,21.937
1473039182,None,23.812,21.687
1473042782,None,23.812,21.5
1473046383,None,23.625,21.312
1473049982,None,23.562,21.062
1473053582,25.437,23.625,20.875
1473057183,24.937,23.562,20.75
1473060782,25.0,23.5,20.75
1473064382,None,23.375,21.437
1473067983,None,23.312,29.937
1473071582,None,23.375,34.125
1473075182,None,23.5,36.0
1473078782,None,23.562,26.937
1473082382,None,23.625,26.125
1473085982,None,23.5,26.0
1473089583,None,23.375,25.375
1473093182,None,23.375,25.125
1473096782,None,23.375,24.312
1473100383,None,23.5,23.75
1473103983,None,23.625,23.375
1473107582,None,23.625,22.937
1473111182,None,23.687,22.5
1473114782,None,23.687,22.125
1473118382,None,23.687,23.062
1473121983,None,23.687,23.187
1473125582,None,23.625,21.75
1473129182,None,23.562,22.375
1473132782,None,23.5,22.375
1473136382,None,23.375,22.187
1473139982,None,23.312,22.125
1473143582,None,23.25,22.062
1473147182,None,23.25,22.062
1473150782,None,23.187,21.937
1473154382,None,23.125,21.75
1473157983,None,23.062,22.437
1473161582,None,23.0,22.75
1473165182,None,23.0,24.125
1473168782,None,23.062,26.312
1473172382,None,23.0,24.375
1473175982,None,23.0,25.0
1473179582,None,23.0,24.187
1473183182,None,23.125,23.562
1473186782,None,23.062,22.75
1473190383,None,23.125,22.687
1473193982,None,23.187,21.5
1473197582,25.687,23.312,20.937
1473201182,25.437,23.375,20.75
1473204782,25.0,23.375,20.5
1473208383,24.875,23.312,20.562
1473211983,24.812,23.25,20.187
1473215583,24.625,23.062,20.0
1473219182,24.5,23.062,19.75
1473222782,24.562,23.0,19.5
1473226382,24.25,22.937,19.125
1473229982,24.187,22.875,18.75
1473233582,24.125,22.812,18.687
1473237182,24.0,22.75,18.875
1473240782,24.5,22.812,26.5
1473244382,24.375,22.812,26.625
1473247982,24.25,22.812,23.625
1473251582,24.5,22.75,22.75
1473255182,24.187,22.75,24.062
1473258783,24.312,22.687,23.375
1473262382,24.562,22.625,23.937
1473265982,24.187,22.687,22.625
1473269583,24.625,22.625,22.0
1473273182,24.437,22.562,21.187
1473276782,25.125,22.5,21.0
1473280382,24.687,22.437,20.812
1473283982,24.375,22.437,19.062
1473287583,24.312,22.437,18.625
1473291182,24.25,22.5,18.25
1473294782,24.5,22.437,18.0
1473298382,24.375,22.375,15.875
1473301982,23.812,22.25,15.5
1473305583,23.812,22.187,15.312
1473309182,23.562,22.125,15.187
1473312783,23.5,22.062,15.062
1473316382,23.312,21.937,14.875
1473319982,23.25,21.875,16.062
1473323582,23.625,21.812,17.5
1473327183,23.562,21.812,18.625
1473330783,23.625,21.812,19.75
1473334382,23.312,21.812,20.375
1473337982,23.437,21.812,21.5
1473341582,23.625,21.875,19.625
1473345183,23.812,21.812,19.687
1473348782,23.5,21.875,19.312
1473352382,23.437,21.875,18.562
1473355982,23.125,21.75,17.812
1473359582,23.5,21.687,17.5
1473363182,23.062,21.625,17.0
1473366782,23.125,21.625,16.875
1473370382,23.875,21.625,16.75
1473373982,23.937,21.687,16.187
1473377582,23.937,21.687,16.062
1473381182,23.375,21.687,15.187
1473384782,23.187,21.687,15.25
1473388382,23.125,21.75,15.312
1473391982,22.875,21.687,15.25
1473395582,22.75,21.625,15.062
1473399182,None,21.562,14.937
1473402782,None,21.437,14.812
1473406382,None,21.375,14.812
1473409982,None,21.375,14.812
1473413582,None,21.312,14.937
1473417182,None,21.437,14.75
1473420783,None,21.437,14.875
1473424382,None,21.312,14.875
1473427982,22.25,21.25,15.0
1473431582,22.312,21.312,15.25
1473435182,23.25,21.25,19.437
1474720383,26.687,33.937,24.5
1474723982,26.437,30.687,26.25
1474727582,26.437,28.875,25.875
1474731182,26.5,27.625,25.875
1474734783,26.375,26.75,25.375
1474738383,26.125,26.187,23.812
1474741982,26.437,25.812,23.5
1474745583,27.25,34.187,23.375
1474749183,27.062,34.5,23.125
1474752782,26.875,34.812,22.937
1474756382,26.875,35.062,22.812
1474759982,26.875,35.5,22.812
1474763582,26.75,35.937,20.0
1474767182,26.625,36.062,19.375
1474770782,26.75,36.125,18.937
1474774382,26.625,36.375,18.562
1474777982,26.562,36.812,18.187
1474781582,26.625,37.25,17.812
1474785183,26.5,37.5,17.437
1474788782,26.437,37.75,17.187
1474792382,26.5,37.875,17.437
1474795982,26.875,37.875,27.0
1474799582,27.875,36.937,32.187
1474803182,27.812,35.812,34.312
1474806782,27.5,34.687,35.562
1474810382,None,None,None
1474813982,None,None,None
1474817582,None,None,None
1474821182,None,None,None
1474824782,None,None,None
1474828382,None,None,None
1474831982,None,None,None
1474835582,None,None,None
1474839182,None,None,None
1474842783,None,None,None
1474846382,None,None,None
1474849982,None,None,None
1474853582,None,None,None
1474857182,None,None,None
1474860782,None,None,None
1474864382,None,None,None
